id,trial,gender,group,age,time,trial_type1,trial_type2,trial_type3,trial_type4,trial_type5,trial_type6,trial_type7,trial_type8,trial_type9,trial_type10,trial_type11,trial_type12,trial_type13,trial_type14,trial_type15,trial_type16,trial_type17,trial_type18,trial_type19,trial_type20,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10,rt11,rt12,rt13,rt14,rt15,rt16,rt17,rt18,rt19,rt20,accuracy1,accuracy2,accuracy3,accuracy4,accuracy5,accuracy6,accuracy7,accuracy8,accuracy9,accuracy10,accuracy11,accuracy12,accuracy13,accuracy14,accuracy15,accuracy16,accuracy17,accuracy18,accuracy19,accuracy20,avg_incongruent,avg_congruent,acc_incongruent,acc_congruent
131,2,M,exercise,29,16:02:31,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,2.063826561,1.865069628,1.339040995,2.093080044,1.412577629,1.731258631,1.478751183,1.91545558,1.553473949,1.3679986,1.39700985,2.840974808,1.213246822,1.190461397,2.047000408,1.323244333,1.626535416,1.611884594,1.331785917,1.530537605,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
132,1,M,control,28,16:30:54,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,3.610988617,1.671234846,1.797248602,1.181956768,1.189362764,2.468857527,1.352070332,1.405161381,1.122519255,1.455717564,1.529408693,2.276823044,1.507843256,2.446847916,1.152101994,1.085748434,1.35200882,1.944711685,1.885556459,1.551997423,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
132,2,M,control,28,16:37:40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.618743658,1.441754103,2.641143322,1.98948884,1.804003716,1.899651766,1.455912828,1.255711079,2.151177645,1.514201641,2.622831345,1.839252472,1.551958084,1.587751865,1.634225845,1.307873964,2.298744202,1.86239171,2.462328434,1.500220537,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
133,1,M,exercise,23,10:29:05,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,1.79182148,1.136170626,2.126844883,1.572951317,1.298595667,1.550071716,1.503628969,1.601691008,1.970969439,1.342767715,1.427996159,1.507223606,1.521407366,1.866924047,1.727874517,1.321436882,2.53994441,2.667223454,1.314332724,1.381063938,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
134,1,M,control,25,10:33:21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.193758011,1.806001425,1.482900858,1.393311262,1.749939442,1.219995737,1.43039155,1.159559965,1.356659889,1.12570262,1.278841734,1.127418518,1.638981581,2.205954313,1.497811079,1.524944067,1.415189266,1.609295607,1.262426853,1.525088549,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
133,2,M,exercise,23,10:40:48,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,2.773981094,1.43872261,1.528922796,1.298151016,1.742544651,1.417274714,1.157821655,1.099918127,1.025300503,1.424842596,2.007797956,1.505089521,1.705273628,1.44664216,1.683739662,1.675127268,1.513036013,1.498152256,1.579993725,1.24076128,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
134,2,M,control,25,10:42:18,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,2.113591433,2.038751364,1.846112967,1.885968447,1.224736691,1.210771322,1.202901125,0.950728655,1.047014952,1.055744648,1.674055815,1.348815918,1.623091221,1.461075783,1.187544346,1.313733101,1.325621367,0.965415001,1.75671196,1.579302549,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
135,1,F,exercise,24,12:34:40,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1.051914692,1.255472898,1.266752243,1.609532118,1.911303043,1.087096453,1.663148165,1.194939613,1.121783257,1.143958807,1.388783455,1.558570385,1.302185535,0.996562719,1.079387665,1.011300564,1.710591555,1.145428181,1.247653246,0.893185854,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
136,1,F,exercise,23,12:37:54,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.674048662,1.623684168,1.475099802,1.195067167,1.246583223,1.903016806,1.283888817,1.326757193,1.977068663,1.377401114,1.422727346,1.445164442,1.134932041,1.65287137,1.681907892,1.851590395,1.112718344,1.202136278,1.319403648,1.644566536,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
135,2,F,exercise,24,12:41:55,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.545163631,1.704407454,1.17527771,0.88669467,0.841969967,1.448200464,1.107206106,1.026896715,1.35029459,0.995106697,1.190025806,1.128787041,1.220934868,1.243578434,0.898890257,0.816972017,1.549050808,1.414304972,1.519798994,1.170478344,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
136,2,F,exercise,23,12:47:17,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1.79761982,1.674060106,1.356081247,1.629586697,1.874393463,1.299248457,2.243016958,1.402686834,1.84322691,1.659929752,1.253721476,1.793075323,1.327291965,1.585958481,1.224735975,1.076409101,1.556453705,1.112069607,1.238976717,1.297302008,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
137,1,M,exercise,22,12:50:29,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,2.586070299,1.670288801,1.879772663,4.030763865,2.122666121,2.681938171,1.476448536,4.51199007,2.0455513,2.023132563,3.54315567,3.347757101,1.325220108,2.274886131,1.696742773,2.745154858,3.524584293,2.231131792,2.288619757,2.096328974,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
137,2,M,exercise,22,12:58:47,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1.691507578,2.150244236,1.567436695,1.276524544,1.255667925,1.205788136,2.804903507,2.519933224,2.434761524,1.860064507,1.312753916,3.446214199,2.41459322,2.448589325,2.116293192,2.502071619,2.061383247,2.082504034,1.054115057,1.244330645,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
138,1,M,exercise,26,13:57:02,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,1.92939043,2.853844404,2.38133359,1.664379835,2.462071657,2.246778488,1.482732773,1.863790512,1.539992332,2.203104973,1.914803743,1.818585634,1.311648607,1.596146584,1.973949432,1.857232332,1.341585875,1.585774422,1.592015266,1.739419699,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
138,2,M,exercise,26,14:04:29,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,2.433619738,1.466037273,1.266751766,1.860066652,1.879728317,1.585919142,1.629419565,1.268759966,1.917502403,1.688319445,1.435958624,1.620732546,2.883550406,2.264723778,1.702461481,1.385893822,1.78979969,1.575402498,1.473627567,1.634611368,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
139,1,M,exercise,23,15:05:44,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.376761198,1.366721153,1.710583925,1.961204052,2.04433322,1.432923079,2.046498537,1.175087452,1.77058363,1.403706312,1.335471392,1.32053113,1.342942476,1.297757149,1.365556717,1.525534153,1.113600254,1.194895983,1.948592901,0.921191216,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect
139,2,M,exercise,23,15:12:59,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.457747698,1.213398933,1.351891756,0.967676401,1.228917122,1.003542423,1.277867317,1.137532473,1.645920515,1.174242735,1.375381708,1.131195784,2.675797224,1.55053854,1.395702839,1.160070181,1.809352875,1.174883842,1.606202602,0.913674116,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
140,1,M,exercise,22,15:49:02,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,2.044151306,1.851274729,1.066580057,1.574751616,1.496908426,1.458937168,1.906891108,2.536479473,1.769022942,1.394733429,1.475960016,1.260702133,1.244593859,1.72642827,3.422961712,1.896339417,1.600230455,1.446770668,1.265454054,1.584832668,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct
140,2,M,exercise,22,15:56:21,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2.131952047,1.237835407,1.128156185,1.299423933,1.978380442,1.416624546,1.232003689,1.23870635,2.10967803,1.298582077,1.682226419,2.052769184,1.542969942,1.371336699,1.727426767,2.080193758,2.108055115,1.402175903,1.998996735,2.625193834,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
141,1,M,control,29,19:13:51,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.387214661,1.671392202,1.351103783,2.085902452,1.564873934,1.085716963,1.17925024,1.108329058,1.518032074,1.031079054,1.542144775,1.437022448,0.926678419,1.785706758,1.289721966,1.04653573,1.01811409,1.772298098,1.66047883,1.105602503,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
142,1,M,control,23,19:16:31,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,2.588091612,3.066646338,2.09389329,4.256898642,1.785680532,3.52532959,3.370976686,2.470966339,4.699495792,2.154473305,2.24998951,1.244411469,2.855405092,1.917906284,3.718693972,1.354735851,1.535122871,1.816311359,3.80715251,1.214805365,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct
141,2,M,control,29,19:24:14,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,1.893517017,1.011076212,1.129563332,2.095743895,1.438955069,0.891742229,1.482775927,0.90640974,1.556993246,0.989756107,1.393446684,1.622610331,1.314065218,0.929354429,0.924240351,1.113885641,1.07686162,1.622820854,1.643174648,1.526383877,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
142,2,M,control,23,19:26:54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.972050667,2.5896492,2.966923475,2.487091064,3.865587234,2.767873287,2.612084389,2.20620203,2.278483629,2.220787287,2.722563267,1.814505816,2.816167593,2.855145693,2.225667953,1.866064072,3.984005451,2.530160427,2.567968369,1.754454613,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct
143,1,F,control,27,20:21:16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1.669685364,2.003852129,1.783708096,1.504592657,1.497476339,2.168224573,1.113812447,1.340449572,1.938501835,1.697350264,1.202818155,1.668348312,1.483388901,2.227735281,1.238795996,1.43162775,1.310515881,1.363548756,1.202649593,2.034934521,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
143,2,F,control,27,20:26:34,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.125482082,1.778707027,1.614582777,1.245213747,1.208334446,1.563750505,1.984579086,2.640444756,1.238099337,1.859003305,1.23761034,1.2165308,1.149119377,1.932245493,1.790767908,2.18821454,1.332899809,1.31905055,1.614521742,2.160646915,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
144,1,F,control,29,21:24:26,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.687436342,3.109424591,1.85925746,1.838281393,2.08516407,1.59075141,1.428946257,1.725524664,1.061306477,1.676195621,1.356037378,1.073400259,1.248018742,1.769659042,1.146533012,1.576830149,0.873535872,1.303056717,1.383042097,1.072405815,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
144,2,F,control,29,21:29:52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,1.51913619,1.192060709,1.246224165,1.35179472,1.085508108,1.699743032,1.698263407,1.566964388,0.978093863,1.188360691,1.127776146,2.023293018,1.535168886,1.448168755,1.048734188,0.926771879,1.300417662,1.715387821,1.444799662,1.221637011,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
50,1,M,exercise,24,09:52:16,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1.397763729,0.940419912,1.616384506,0.828005314,1.356147289,1.004341125,1.278223515,1.354931593,1.414642334,1.598649502,0.948654413,1.753626585,1.690371513,1.203631163,1.364842892,1.36309123,2.910728931,1.008437157,1.04865694,0.843933344,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
50,2,M,exercise,24,10:02:09,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2.253889799,1.321959972,2.322122812,0.932182789,0.905943632,2.216025352,0.818357944,1.881310225,1.25718379,0.900494814,0.932835817,0.984189987,1.2240417,1.168567419,0.806217432,1.113254786,1.346363068,1.578219414,2.288681984,1.240413666,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct
51,1,F,exercise,25,10:11:04,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,2.008411169,1.902970552,1.95321846,2.155068636,1.915935755,2.58963728,2.259503841,1.874275923,1.872977018,1.773428679,3.010242939,1.986763716,1.326373577,2.001786232,2.081938028,1.658226013,1.730584145,1.563118696,1.706073761,1.355524778,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
51,2,F,exercise,25,10:18:41,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,2.917724848,1.824262381,1.946453333,1.925584793,1.870842695,2.020842314,1.508607626,2.347046137,1.840649843,2.938884497,1.645047188,1.877984762,1.376420021,1.808087349,1.605067492,1.611777544,2.415316343,1.346056461,1.651876926,1.368914604,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
52,1,M,exercise,26,10:00:29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.190585375,2.762190104,1.539300203,1.445669413,3.072317839,2.668694496,1.972813845,2.11841464,2.52505374,2.393092394,2.090001106,2.394859791,2.480538368,1.93664813,2.783213854,2.278055429,3.184337378,1.856873989,2.313592672,1.568730831,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
52,2,M,exercise,26,10:09:33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,2.553454161,1.611126661,2.228664875,1.60725832,2.49542737,1.278224945,2.372674227,3.154366255,1.924326897,1.352022409,1.997920275,1.984166861,2.967134953,1.482049465,2.453430176,1.563412905,1.952780247,1.772459507,1.628129482,1.431768179,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
53,1,M,exercise,25,10:14:33,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1.199172497,1.27815938,1.34999752,1.338485003,1.394766808,1.104038954,1.381590128,1.301923275,1.538366079,1.335261345,1.234052181,1.185820103,1.394777536,1.286133766,1.079144478,1.345615864,1.719580412,1.564061403,1.352655888,1.18428421,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
53,2,M,exercise,25,10:23:48,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.495807648,1.372232914,1.186450958,1.314636469,1.60324502,1.619820356,1.591320276,1.583537817,1.003190279,1.34430933,1.185744047,1.538555622,1.495454788,1.05320096,1.192432642,1.320719719,1.105790377,1.330538034,1.474242687,1.366991758,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
54,1,M,exercise,25,10:29:44,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,1.08171916,1.239017963,1.272426128,0.830119133,1.167346954,1.024117708,0.913855553,1.13032937,0.96396184,1.201956749,1.092535734,0.898597479,0.883903742,1.504380941,2.003295898,1.078234434,0.954239607,1.437542439,1.076904058,1.01411891,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
54,2,M,exercise,25,10:37:55,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.270102978,0.983762026,1.389380455,1.066253662,1.446577072,1.499709845,0.912001133,0.918256283,0.904521227,0.964592218,1.028222084,1.419706106,1.352633476,1.507101774,0.950767994,0.947380781,0.986679316,1.804294825,0.899938822,0.841714144,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
55,1,F,exercise,18,12:16:22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.487668753,2.555342197,1.286813259,1.337089062,1.786764622,1.649356604,1.6410923,1.396356344,2.777493954,1.627296209,2.330590963,1.743414402,1.582880735,1.685307503,2.083330154,1.439140081,1.194164991,1.931029558,1.910276413,1.124800444,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
55,2,F,exercise,18,12:25:30,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1.915223122,1.155696392,1.526705265,1.279608488,1.070210218,1.224561453,1.880213499,1.135196924,1.251562119,1.460324526,1.173344374,1.438523054,2.133895397,1.306913614,1.143222332,1.634997368,1.800591946,1.895146132,1.373568058,1.988329649,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
56,1,M,control,24,14:33:08,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.1183443069458008,1.4710912704467773,1.5249309539794922,1.4247548580169678,2.075364112854004,1.7939600944519043,1.3166725635528564,1.1426465511322021,1.279987096786499,1.2798221111297607,1.3375072479248047,1.511983871459961,1.0992298126220703,1.127626657485962,1.2723774909973145,1.158674955368042,1.1490576267242432,1.330848217010498,1.1855108737945557,1.5018963813781738,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
56,2,M,control,24,14:40:19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.083038091659546,1.3083117008209229,1.177586555480957,1.678379774093628,1.3521313667297363,1.1775739192962646,0.7949836254119873,1.3374652862548828,0.9889578819274902,1.3442835807800293,1.0196335315704346,1.4320776462554932,1.1999592781066895,2.022986888885498,1.3014864921569824,1.4689126014709473,1.989412784576416,0.9320471286773682,1.1781275272369385,1.2146506309509277,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
